id_evidencia,id_reporte,tipo_evidencia,descripcion,hash_demo,estado_cadena_custodia_demo
EVD-00285-1,NEXO-147-00285,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00285-1,Pendiente
EVD-00285-2,NEXO-147-00285,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00285-2,Pendiente
EVD-00285-3,NEXO-147-00285,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00285-3,Recibida
EVD-00286-1,NEXO-147-00286,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00286-1,Recibida
EVD-00286-2,NEXO-147-00286,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00286-2,Pendiente
EVD-00287-1,NEXO-147-00287,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00287-1,Pendiente
EVD-00287-2,NEXO-147-00287,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00287-2,Recibida
EVD-00287-3,NEXO-147-00287,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00287-3,Recibida
EVD-00287-4,NEXO-147-00287,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00287-4,Pendiente
EVD-00288-1,NEXO-147-00288,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00288-1,Validada
EVD-00288-2,NEXO-147-00288,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00288-2,Pendiente
EVD-00288-3,NEXO-147-00288,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00288-3,Recibida
EVD-00289-1,NEXO-147-00289,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00289-1,Recibida
EVD-00290-1,NEXO-147-00290,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00290-1,Pendiente
EVD-00290-2,NEXO-147-00290,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00290-2,Validada
EVD-00291-1,NEXO-147-00291,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00291-1,Validada
EVD-00291-2,NEXO-147-00291,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00291-2,Pendiente
EVD-00292-1,NEXO-147-00292,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00292-1,Pendiente
EVD-00292-2,NEXO-147-00292,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00292-2,Recibida
EVD-00293-1,NEXO-147-00293,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00293-1,Recibida
EVD-00293-2,NEXO-147-00293,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00293-2,Validada
EVD-00293-3,NEXO-147-00293,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00293-3,Recibida
EVD-00294-1,NEXO-147-00294,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00294-1,Validada
EVD-00294-2,NEXO-147-00294,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00294-2,Recibida
EVD-00294-3,NEXO-147-00294,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00294-3,Recibida
EVD-00295-1,NEXO-147-00295,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00295-1,Validada
EVD-00295-2,NEXO-147-00295,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00295-2,Pendiente
EVD-00296-1,NEXO-147-00296,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00296-1,Pendiente
EVD-00296-2,NEXO-147-00296,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00296-2,Recibida
EVD-00296-3,NEXO-147-00296,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00296-3,Recibida
EVD-00297-1,NEXO-147-00297,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00297-1,Validada
EVD-00297-2,NEXO-147-00297,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00297-2,Pendiente
EVD-00297-3,NEXO-147-00297,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00297-3,Pendiente
EVD-00298-1,NEXO-147-00298,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00298-1,Validada
EVD-00298-2,NEXO-147-00298,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00298-2,Validada
EVD-00298-3,NEXO-147-00298,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00298-3,Validada
EVD-00299-1,NEXO-147-00299,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00299-1,Validada
EVD-00299-2,NEXO-147-00299,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00299-2,Validada
EVD-00299-3,NEXO-147-00299,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00299-3,Pendiente
EVD-00299-4,NEXO-147-00299,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00299-4,Pendiente
EVD-00300-1,NEXO-147-00300,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00300-1,Pendiente
EVD-00300-2,NEXO-147-00300,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00300-2,Recibida
EVD-00300-3,NEXO-147-00300,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00300-3,Pendiente
EVD-00301-1,NEXO-147-00301,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00301-1,Recibida
EVD-00302-1,NEXO-147-00302,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00302-1,Pendiente
EVD-00303-1,NEXO-147-00303,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00303-1,Recibida
EVD-00303-2,NEXO-147-00303,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00303-2,Validada
EVD-00303-3,NEXO-147-00303,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00303-3,Recibida
EVD-00304-1,NEXO-147-00304,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00304-1,Pendiente
EVD-00304-2,NEXO-147-00304,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00304-2,Pendiente
EVD-00305-1,NEXO-147-00305,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00305-1,Validada
EVD-00305-2,NEXO-147-00305,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00305-2,Pendiente
EVD-00306-1,NEXO-147-00306,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00306-1,Recibida
EVD-00306-2,NEXO-147-00306,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00306-2,Recibida
EVD-00307-1,NEXO-147-00307,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00307-1,Recibida
EVD-00308-1,NEXO-147-00308,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00308-1,Validada
EVD-00308-2,NEXO-147-00308,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00308-2,Validada
EVD-00309-1,NEXO-147-00309,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00309-1,Recibida
EVD-00310-1,NEXO-147-00310,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00310-1,Recibida
EVD-00310-2,NEXO-147-00310,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00310-2,Recibida
EVD-00310-3,NEXO-147-00310,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00310-3,Pendiente
EVD-00310-4,NEXO-147-00310,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00310-4,Recibida
EVD-00311-1,NEXO-147-00311,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00311-1,Recibida
EVD-00311-2,NEXO-147-00311,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00311-2,Pendiente
EVD-00311-3,NEXO-147-00311,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00311-3,Recibida
EVD-00312-1,NEXO-147-00312,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00312-1,Pendiente
EVD-00313-1,NEXO-147-00313,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00313-1,Recibida
EVD-00313-2,NEXO-147-00313,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00313-2,Validada
EVD-00313-3,NEXO-147-00313,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00313-3,Pendiente
EVD-00314-1,NEXO-147-00314,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00314-1,Pendiente
EVD-00314-2,NEXO-147-00314,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00314-2,Recibida
EVD-00314-3,NEXO-147-00314,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00314-3,Validada
EVD-00314-4,NEXO-147-00314,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00314-4,Pendiente
EVD-00315-1,NEXO-147-00315,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00315-1,Pendiente
EVD-00316-1,NEXO-147-00316,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00316-1,Validada
EVD-00316-2,NEXO-147-00316,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00316-2,Recibida
EVD-00317-1,NEXO-147-00317,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00317-1,Pendiente
EVD-00317-2,NEXO-147-00317,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00317-2,Recibida
EVD-00317-3,NEXO-147-00317,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00317-3,Recibida
EVD-00317-4,NEXO-147-00317,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00317-4,Validada
EVD-00318-1,NEXO-147-00318,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00318-1,Pendiente
EVD-00319-1,NEXO-147-00319,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00319-1,Recibida
EVD-00319-2,NEXO-147-00319,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00319-2,Recibida
EVD-00320-1,NEXO-147-00320,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00320-1,Validada
EVD-00320-2,NEXO-147-00320,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00320-2,Recibida
EVD-00321-1,NEXO-147-00321,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00321-1,Validada
EVD-00322-1,NEXO-147-00322,Sin evidencia inicial,Evidencia sintética tipo Sin evidencia inicial,SHA256-DEMO-00322-1,Recibida
EVD-00323-1,NEXO-147-00323,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00323-1,Validada
EVD-00323-2,NEXO-147-00323,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00323-2,Pendiente
EVD-00323-3,NEXO-147-00323,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00323-3,Pendiente
EVD-00324-1,NEXO-147-00324,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00324-1,Pendiente
EVD-00324-2,NEXO-147-00324,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00324-2,Pendiente
EVD-00324-3,NEXO-147-00324,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00324-3,Pendiente
EVD-00324-4,NEXO-147-00324,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00324-4,Validada
EVD-00325-1,NEXO-147-00325,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00325-1,Validada
EVD-00325-2,NEXO-147-00325,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00325-2,Recibida
EVD-00325-3,NEXO-147-00325,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00325-3,Pendiente
EVD-00325-4,NEXO-147-00325,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00325-4,Validada
EVD-00326-1,NEXO-147-00326,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00326-1,Validada
EVD-00326-2,NEXO-147-00326,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00326-2,Pendiente
EVD-00327-1,NEXO-147-00327,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00327-1,Pendiente
EVD-00327-2,NEXO-147-00327,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00327-2,Recibida
EVD-00327-3,NEXO-147-00327,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00327-3,Recibida
EVD-00328-1,NEXO-147-00328,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00328-1,Pendiente
EVD-00328-2,NEXO-147-00328,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00328-2,Recibida
EVD-00328-3,NEXO-147-00328,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00328-3,Recibida
EVD-00329-1,NEXO-147-00329,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00329-1,Pendiente
EVD-00330-1,NEXO-147-00330,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00330-1,Validada
EVD-00330-2,NEXO-147-00330,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00330-2,Pendiente
EVD-00331-1,NEXO-147-00331,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00331-1,Pendiente
EVD-00331-2,NEXO-147-00331,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00331-2,Pendiente
EVD-00331-3,NEXO-147-00331,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00331-3,Validada
EVD-00332-1,NEXO-147-00332,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00332-1,Pendiente
EVD-00332-2,NEXO-147-00332,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00332-2,Pendiente
EVD-00333-1,NEXO-147-00333,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00333-1,Pendiente
EVD-00333-2,NEXO-147-00333,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00333-2,Recibida
EVD-00334-1,NEXO-147-00334,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00334-1,Recibida
EVD-00334-2,NEXO-147-00334,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00334-2,Validada
EVD-00335-1,NEXO-147-00335,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00335-1,Pendiente
EVD-00335-2,NEXO-147-00335,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00335-2,Pendiente
EVD-00336-1,NEXO-147-00336,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00336-1,Validada
EVD-00337-1,NEXO-147-00337,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00337-1,Validada
EVD-00338-1,NEXO-147-00338,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00338-1,Pendiente
EVD-00339-1,NEXO-147-00339,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00339-1,Validada
EVD-00339-2,NEXO-147-00339,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00339-2,Pendiente
EVD-00340-1,NEXO-147-00340,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00340-1,Validada
EVD-00340-2,NEXO-147-00340,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00340-2,Pendiente
EVD-00340-3,NEXO-147-00340,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00340-3,Recibida
EVD-00341-1,NEXO-147-00341,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00341-1,Pendiente
EVD-00342-1,NEXO-147-00342,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00342-1,Validada
EVD-00342-2,NEXO-147-00342,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00342-2,Validada
EVD-00342-3,NEXO-147-00342,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00342-3,Recibida
EVD-00342-4,NEXO-147-00342,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00342-4,Pendiente
EVD-00343-1,NEXO-147-00343,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00343-1,Pendiente
EVD-00343-2,NEXO-147-00343,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00343-2,Recibida
EVD-00343-3,NEXO-147-00343,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00343-3,Recibida
EVD-00344-1,NEXO-147-00344,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00344-1,Recibida
EVD-00344-2,NEXO-147-00344,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00344-2,Recibida
EVD-00344-3,NEXO-147-00344,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00344-3,Validada
EVD-00345-1,NEXO-147-00345,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00345-1,Recibida
EVD-00345-2,NEXO-147-00345,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00345-2,Recibida
EVD-00346-1,NEXO-147-00346,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00346-1,Pendiente
EVD-00346-2,NEXO-147-00346,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00346-2,Validada
EVD-00346-3,NEXO-147-00346,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00346-3,Pendiente
EVD-00346-4,NEXO-147-00346,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00346-4,Pendiente
EVD-00347-1,NEXO-147-00347,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00347-1,Validada
EVD-00347-2,NEXO-147-00347,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00347-2,Pendiente
EVD-00348-1,NEXO-147-00348,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00348-1,Pendiente
EVD-00348-2,NEXO-147-00348,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00348-2,Pendiente
EVD-00348-3,NEXO-147-00348,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00348-3,Validada
EVD-00348-4,NEXO-147-00348,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00348-4,Pendiente
EVD-00349-1,NEXO-147-00349,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00349-1,Validada
EVD-00350-1,NEXO-147-00350,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00350-1,Validada
EVD-00350-2,NEXO-147-00350,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00350-2,Pendiente
EVD-00350-3,NEXO-147-00350,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00350-3,Validada
EVD-00351-1,NEXO-147-00351,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00351-1,Recibida
EVD-00351-2,NEXO-147-00351,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00351-2,Recibida
EVD-00352-1,NEXO-147-00352,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00352-1,Pendiente
EVD-00353-1,NEXO-147-00353,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00353-1,Pendiente
EVD-00354-1,NEXO-147-00354,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00354-1,Pendiente
EVD-00355-1,NEXO-147-00355,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00355-1,Recibida
EVD-00356-1,NEXO-147-00356,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00356-1,Validada
EVD-00356-2,NEXO-147-00356,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00356-2,Pendiente
EVD-00356-3,NEXO-147-00356,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00356-3,Pendiente
EVD-00357-1,NEXO-147-00357,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00357-1,Recibida
EVD-00358-1,NEXO-147-00358,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00358-1,Pendiente
EVD-00358-2,NEXO-147-00358,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00358-2,Validada
EVD-00359-1,NEXO-147-00359,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00359-1,Pendiente
EVD-00359-2,NEXO-147-00359,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00359-2,Recibida
EVD-00360-1,NEXO-147-00360,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00360-1,Pendiente
EVD-00361-1,NEXO-147-00361,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00361-1,Pendiente
EVD-00361-2,NEXO-147-00361,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00361-2,Recibida
EVD-00361-3,NEXO-147-00361,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00361-3,Pendiente
EVD-00362-1,NEXO-147-00362,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00362-1,Validada
EVD-00362-2,NEXO-147-00362,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00362-2,Recibida
EVD-00362-3,NEXO-147-00362,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00362-3,Validada
EVD-00363-1,NEXO-147-00363,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00363-1,Recibida
EVD-00363-2,NEXO-147-00363,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00363-2,Recibida
EVD-00364-1,NEXO-147-00364,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00364-1,Pendiente
EVD-00364-2,NEXO-147-00364,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00364-2,Pendiente
EVD-00364-3,NEXO-147-00364,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00364-3,Pendiente
EVD-00364-4,NEXO-147-00364,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00364-4,Recibida
EVD-00365-1,NEXO-147-00365,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00365-1,Pendiente
EVD-00365-2,NEXO-147-00365,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00365-2,Recibida
EVD-00365-3,NEXO-147-00365,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00365-3,Recibida
EVD-00365-4,NEXO-147-00365,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00365-4,Pendiente
EVD-00366-1,NEXO-147-00366,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00366-1,Recibida
EVD-00366-2,NEXO-147-00366,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00366-2,Pendiente
EVD-00366-3,NEXO-147-00366,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00366-3,Pendiente
EVD-00367-1,NEXO-147-00367,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00367-1,Pendiente
EVD-00368-1,NEXO-147-00368,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00368-1,Recibida
EVD-00369-1,NEXO-147-00369,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00369-1,Validada
EVD-00369-2,NEXO-147-00369,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00369-2,Validada
EVD-00370-1,NEXO-147-00370,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00370-1,Validada
EVD-00371-1,NEXO-147-00371,Sin evidencia inicial,Evidencia sintética tipo Sin evidencia inicial,SHA256-DEMO-00371-1,Pendiente
EVD-00372-1,NEXO-147-00372,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00372-1,Pendiente
EVD-00372-2,NEXO-147-00372,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00372-2,Pendiente
EVD-00373-1,NEXO-147-00373,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00373-1,Validada
EVD-00373-2,NEXO-147-00373,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00373-2,Recibida
EVD-00373-3,NEXO-147-00373,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00373-3,Pendiente
EVD-00374-1,NEXO-147-00374,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00374-1,Validada
EVD-00375-1,NEXO-147-00375,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00375-1,Recibida
EVD-00375-2,NEXO-147-00375,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00375-2,Validada
EVD-00375-3,NEXO-147-00375,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00375-3,Pendiente
EVD-00376-1,NEXO-147-00376,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00376-1,Recibida
